Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag
 SDSS J010836.85+315557.7      ,17.15357,31.9327, QSO    ,366855,1.223697, SPEC          
 SDSS J010958.71+322738.5      ,17.49466,32.46071, G      ,136599,0.455646, SPEC          
 WHL J010535.2+324750          ,16.39653,32.79735, GClstr ,32887,0.1097, SPEC          
 2MASX J01053516+3247506       ,16.39654,32.79739, G      ,32902,0.109749, SPEC          
 UGC 00724                     ,17.49746,32.36836, G      ,5179,0.017275,               
 SDSS J010619.10+325424.0      ,16.57968,32.90695, UvS    ,40,0.000134, SPEC          
 2MASS J01062134+3154540       ,16.58894,31.91501, *      ,-57,-0.000189, SPEC          
 SDSS J010806.12+325626.4      ,17.02553,32.94067, G      ,139775,0.46624, SPEC          
 SDSS J010940.50+320832.6      ,17.41877,32.14239, *      ,-115,-0.000385, SPEC          
 SDSS J010736.24+315155.3      ,16.90102,31.86538, G      ,140150,0.467491, SPEC          
 2MASS J01061852+3154584       ,16.57715,31.91623, G      ,68711,0.229196, SPEC          
 2MASX J01083144+3254369       ,17.131,32.91039, G      ,55068,0.183686, SPEC          
 SDSS J010448.65+322317.2      ,16.20271,32.38813, G      ,165286,0.551336, SPEC          
 SDSS J010910.25+324915.7      ,17.29273,32.82104, G      ,145523,0.485411, SPEC          
 SDSS J010453.40+321612.0      ,16.22252,32.27001, *      ,-128,-0.000426, SPEC          
 SDSS J010733.59+315139.8      ,16.88998,31.86108, G      ,152568,0.508913, SPEC          
 2MASX J01050271+3238584       ,16.26125,32.64964, G      ,38033,0.126864, SPEC          
 SDSS J010533.76+324821.8      ,16.39071,32.80606, QSO    ,1855149,6.18811, SPEC          
 2MASX J01092636+3246168       ,17.35987,32.77136, G      ,5143,0.017155,               
 SDSS J010808.10+325655.4      ,17.0339,32.94923, UvS    ,139093,0.463963, SPEC          
 SDSS J010820.35+325607.4      ,17.08482,32.93541, G      ,209678,0.699409, SPEC          
 RM J010806.9+325702.4         ,17.02863,32.95066, GClstr ,138385,0.461602, PHOT          
 SDSS J010453.42+323501.7      ,16.22259,32.58383, G      ,157076,0.52395, SPEC          
 2MASX J01054052+3159227       ,16.41883,31.98967, G      ,66284,0.221099, SPEC          
 SDSS J010828.89+315355.7      ,17.12041,31.89883, G      ,144307,0.481357, SPEC          
 SDSS J010609.38+325431.0      ,16.5391,32.90863, *      ,-20,-0.000066, SPEC          
 2MASS J01094274+3207286       ,17.42828,32.12452, G      ,99252,0.331068, SPEC          
 2MASS J01055247+3252291       ,16.4686,32.87482, G      ,53510,0.178489, SPEC          
 WHL J010552.5+325229          ,16.4686,32.87482, GClstr ,53693,0.1791, SPEC          
 SDSS J010517.39+320404.0      ,16.3225,32.0678, QSO    ,673953,2.248066, SPEC          
 SDSS J010630.85+315239.1      ,16.62858,31.87755, G      ,177223,0.591153, SPEC          
 2MASX J01074714+3150562       ,16.9465,31.849, G      ,36946,0.123237, SPEC          
 SDSS J010951.88+321030.5      ,17.46618,32.17516, G      ,89545,0.29869, SPEC          
 SDSS J011006.40+322726.5      ,17.52668,32.45737, G      ,144667,0.482557, SPEC          
 SDSS J010947.96+324135.0      ,17.44987,32.69306, G      ,191190,0.637741, SPEC          
 2MASX J01055888+3254137       ,16.49529,32.90375, G      ,33377,0.111333, SPEC          
 2MASS J01100703+3230276       ,17.52933,32.50773, G      ,103694,0.345886, SPEC          
 SDSS J010627.32+325714.1      ,16.61387,32.95392, QSO    ,702120,2.342021, SPEC          
 2MASS J01100143+3214172       ,17.50597,32.2382, G      ,70275,0.234413, SPEC          
 CGCG 501-102                  ,17.30619,31.97946, G      ,5174,0.017259,               
 SDSS J010810.49+325806.4      ,17.04374,32.96847, G      ,140260,0.467858, SPEC          
 SDSS J010942.45+324352.9      ,17.42688,32.73138, *      ,-176,-0.000586, SPEC          
 2MASX J01054666+3156477       ,16.44442,31.94656, G      ,4582,0.015284,               
 2MASXi J0109481+324211        ,17.45087,32.70328, G      ,4631,0.015447,               
 2MASS J01044286+3218030       ,16.17867,32.30098, G      ,84708,0.282555, SPEC          
 SDSS J010627.41+315155.3      ,16.61425,31.86537, G      ,177524,0.592155, SPEC          
 SDSS J010440.32+322915.4      ,16.1677,32.48732, UvS    ,151662,0.50589, SPEC          
 MAPS P0295-0642385            ,16.16875,32.33029, G      ,4716,0.015731,               
 SDSS J010529.57+315930.0      ,16.37323,31.99167, QSO    ,147085,0.490623, SPEC          
 SDSS J010848.79+325505.9      ,17.20377,32.91853, UvS    ,156601,0.522365, SPEC          
 SDSS J010957.18+321026.1      ,17.48826,32.17393, G      ,204099,0.680802, SPEC          
 SDSS J010730.50+314932.8      ,16.87712,31.8258, G      ,114244,0.381076, SPEC          
 2MASS J01093329+3202108       ,17.38881,32.03657, UvS    ,70479,0.235093, SPEC          
 CGCG 501-076                  ,16.394,31.97115, G      ,5037,0.016802,               
 SDSS J010528.60+315923.8      ,16.36919,31.98997, G      ,172268,0.574623, SPEC          
 SDSS J011007.55+323345.9      ,17.53148,32.56278, G      ,215912,0.720206, SPEC          
 SDSS J010453.21+320933.6      ,16.22173,32.15935, G      ,149262,0.497886, SPEC          
 SDSS J010437.11+322705.6      ,16.15463,32.45156, QSO    ,929043,3.098954, SPEC          
 2MASX J01101257+3229057       ,17.55246,32.485, G      ,69811,0.232863, SPEC          
 2MASX J01054974+3254147       ,16.45717,32.90428, G      ,53863,0.179668, SPEC          
 2MASX J01043716+3229377       ,16.15479,32.49381, G      ,32902,0.109748, SPEC          
 SDSS J010705.03+314915.6      ,16.77099,31.82102, G      ,240302,0.801561, SPEC          
 SDSS J010435.36+322518.2      ,16.14733,32.42173, G      ,176827,0.58983, SPEC          
 SDSS J010955.81+320821.7      ,17.48256,32.13938, G      ,99459,0.331761, SPEC          
 SDSS J010707.49+314904.2      ,16.78125,31.81785, G      ,152876,0.509941, SPEC          
 SDSS J010830.34+315129.7      ,17.12644,31.85827, G      ,175710,0.586107, SPEC          
 SDSS J010436.19+323038.0      ,16.15099,32.51036, UvS    ,665028,2.218295, SPEC          
 SDSS J010642.04+325943.0      ,16.67519,32.9953, G      ,134839,0.449775, SPEC          
 SDSS J010438.35+323313.8      ,16.15982,32.55384, G      ,137782,0.459591, SPEC          
 SDSS J010649.08+330007.2      ,16.70452,33.00201, QSO    ,691220,2.305663, SPEC          
 SDSS J011016.22+322647.3      ,17.56761,32.44649, G      ,167996,0.560373, SPEC          
 UGCl 020                      ,17.56783,32.46588, GClstr ,5140,0.017145,               
 SDSS J010935.68+320110.0      ,17.39871,32.01945, G      ,119681,0.399213, SPEC          
 SDSS J010437.11+323307.8      ,16.15464,32.55219, G      ,135667,0.452536, SPEC          
 SDSS J010903.39+325440.8      ,17.26417,32.91136, G      ,145209,0.484364, SPEC          
 SDSS J011000.20+320849.2      ,17.50084,32.147, G      ,99516,0.331949, SPEC          
 SDSS J010725.56+314814.9      ,16.85654,31.80416, G      ,122833,0.409726, SPEC          
 SDSS J011017.37+322747.8      ,17.57238,32.4633, G      ,167616,0.559108, SPEC          
 SDSS J011005.99+321130.9      ,17.52497,32.19193, G      ,101188,0.337526, SPEC          
 SDSS J010432.64+322123.0      ,16.13603,32.35641, G      ,176817,0.589797, SPEC          
 SDSS J011010.03+321251.5      ,17.54183,32.21431, G      ,101574,0.338815, SPEC          
 SDSS J010959.12+320728.1      ,17.49634,32.12449, G      ,97729,0.32599, SPEC          
 2MASX J01065910+3301194       ,16.74629,33.02214, G      ,24334,0.08117, SPEC          
 WHL J011007.2+321049          ,17.52998,32.18019, GClstr ,99981,0.3335, SPEC          
 [WH2015] 0084                 ,17.52998,32.18019, GClstr ,101030,0.337, SPEC          
 RM J011007.2+321048.7         ,17.52998,32.18019, GClstr ,105669,0.352473, PHOT          
 SDSS J010627.80+314944.1      ,16.61585,31.82894, G      ,93810,0.312918, SPEC          
 SDSS J010447.56+320825.4      ,16.19817,32.14042, G      ,140485,0.468607, SPEC          
 CGCG 501-114                  ,17.58554,32.38784, G      ,5367,0.017902,               
 2MASS J01100701+3210287       ,17.52906,32.17459, G      ,102227,0.340992, SPEC          
 SDSS J010744.55+330139.1      ,16.93563,33.02754, *      ,-123,-0.000409, SPEC          
 2MASX J01053203+3253175       ,16.38358,32.88831, G      ,31866,0.106295, SPEC          
 SDSS J011016.02+321557.0      ,17.56675,32.26584, G      ,100418,0.334957, SPEC          
 SDSS J010625.86+325948.6      ,16.60764,32.9969, UvS    ,34,0.000115, SPEC          
 SDSS J010957.93+320615.4      ,17.49138,32.10429, G      ,100577,0.335488, SPEC          
 SDSS J011013.96+321349.0      ,17.5582,32.2303, G      ,99798,0.332891, SPEC          
 SDSS J010922.87+325252.9      ,17.34533,32.88137, G      ,216146,0.720984, SPEC          
 SDSS J011012.16+321140.7      ,17.55068,32.19467, G      ,99957,0.333421, SPEC          
 SDSS J010556.14+315203.7      ,16.48392,31.86771, G      ,141091,0.47063, SPEC          
 2MASX J01085584+3152136       ,17.23271,31.87039, G      ,20074,0.06696,               
 SDSS J010518.36+325147.2      ,16.32651,32.86312, G      ,119640,0.399077, SPEC          
 SDSS J011024.32+322120.4      ,17.60135,32.35567, G      ,169402,0.565065, SPEC          
 SDSS J011007.15+320816.4      ,17.52983,32.13791, G      ,99040,0.330362, SPEC          
 SDSS J010810.90+330135.1      ,17.04544,33.02644, G      ,140490,0.468625, SPEC          
 SDSS J011003.98+320646.9      ,17.51662,32.11304, G      ,101151,0.337402, SPEC          
 SDSS J011024.24+322942.6      ,17.60102,32.49518, G      ,167821,0.559791, SPEC          
 2MASS J01102051+3234063       ,17.58552,32.56848, G      ,66277,0.221076, SPEC          
 SDSS J010727.43+314633.8      ,16.86433,31.77607, G      ,177899,0.593406, SPEC          
 SDSS J010425.53+323046.4      ,16.10667,32.51265, UvS    ,-145,-0.000483, SPEC          
 SDSS J010423.82+322830.5      ,16.09927,32.47514, G      ,119173,0.397519, SPEC          
 SDSS J010615.66+314915.8      ,16.56527,31.82108, QSO    ,810821,2.704607, SPEC          
 SDSS J010727.12+314612.7      ,16.86303,31.77021, G      ,155357,0.518214, SPEC          
 CGCG 501-074                  ,16.25641,32.81312, G      ,5131,0.017115,               
 SDSS J010511.79+325129.8      ,16.29915,32.8583, QSO    ,127444,0.425107, SPEC          
 2MASS J01074125+3146079       ,16.92226,31.7688, G      ,65017,0.216874, SPEC          
 2MASS J01052231+3253503       ,16.34289,32.89727, G      ,66910,0.223187, SPEC          
 SDSS J011013.66+320907.2      ,17.55694,32.152, G      ,98840,0.329696, SPEC          
 SDSS J010826.46+314758.0      ,17.11026,31.79947, G      ,158661,0.529235, SPEC          
 SDSS J010507.55+325059.0      ,16.28147,32.84973, *      ,-82,-0.000274, SPEC          
 SDSS J011011.72+320752.8      ,17.54887,32.13136, G      ,116911,0.389972, SPEC          
 SDSS J010817.03+330216.9      ,17.07096,33.03803, G      ,139863,0.466533, SPEC          
 WHL J010817.0+330217          ,17.07096,33.03804, GClstr ,140153,0.4675, SPEC          
 SDSS J011003.99+324456.9      ,17.51666,32.74916, G      ,117140,0.390738, SPEC          
 SDSS J010831.61+314813.3      ,17.13172,31.80372, G      ,153410,0.511719, SPEC          
 SDSS J010826.61+314745.5      ,17.1109,31.79598, G      ,129908,0.433328, SPEC          
 IC 1619                       ,16.8435,33.06728, G      ,4703,0.015687,               
 SDSS J010418.83+322558.9      ,16.07849,32.43304, G      ,177476,0.591997, SPEC          
 SDSS J010756.41+314555.5      ,16.98505,31.76543, G      ,135979,0.453576, SPEC          
 2MASS J01102325+3213037       ,17.59692,32.21776, G      ,100650,0.335731, SPEC          
 2MASX J01102790+3216428       ,17.61629,32.27858, G      ,70576,0.235415, SPEC          
 WHL J011027.9+321643          ,17.61638,32.27865, GClstr ,70571,0.2354, SPEC          
 SDSS J011028.23+323245.8      ,17.61765,32.54608, G      ,145391,0.484972, SPEC          
 2MASS J01090970+3152024       ,17.29053,31.86721, G      ,85790,0.286163, SPEC          
 WHL J010909.7+315202          ,17.29053,31.86721, GClstr ,85741,0.286, SPEC          
 RM J010909.7+315202.0         ,17.29053,31.86721, GClstr ,87320,0.291267, PHOT          
 SDSS J010750.60+314528.4      ,16.96086,31.75791, G      ,150432,0.501786, SPEC          
 SDSS J010820.04+330246.1      ,17.08351,33.04616, G      ,140057,0.467179, SPEC          
 SDSS J010814.64+314625.7      ,17.06101,31.77381, G      ,175579,0.585669, SPEC          
 SDSS J010532.53+315252.7      ,16.38555,31.88132, G      ,172192,0.57437, SPEC          
 SDSS J010956.63+324836.2      ,17.48597,32.81008, G      ,89670,0.299106, SPEC          
 2MASS J01100356+3203094       ,17.51487,32.05257, G      ,70075,0.233744, SPEC          
 SDSS J010810.86+330330.1      ,17.04528,33.05837, *      ,-78,-0.000259, SPEC          
 SDSS J010723.23+314447.3      ,16.8468,31.7465, QSO    ,154542,0.515497, SPEC          
 SDSS J011013.45+320629.3      ,17.55607,32.10815, G      ,101098,0.337225, SPEC          
 SDSS J010439.94+320505.4      ,16.16643,32.08486, G      ,156195,0.521009, SPEC          
 SDSS J010911.95+325755.0      ,17.29982,32.96528, G      ,193198,0.644438, SPEC          
 SDSS J010915.98+315215.3      ,17.31659,31.87092, G      ,65183,0.217427, SPEC          
 SDSS J010423.32+323704.0      ,16.0972,32.61779, G      ,137998,0.460313, SPEC          
 2MASS J01045723+3250178       ,16.23846,32.8383, G      ,86295,0.287848, SPEC          
 SDSS J010514.90+325418.0      ,16.31209,32.90501, G      ,161374,0.538287, SPEC          
 SDSS J010427.14+323944.1      ,16.11394,32.66283, UvS    ,-169,-0.000563, SPEC          
 SDSS J010417.48+323243.7      ,16.07286,32.54549, *      ,-75,-0.00025, SPEC          
 SDSS J011017.63+320732.2      ,17.57347,32.12564, *      ,-110,-0.000366, SPEC          
 SDSS J010414.38+321959.3      ,16.05994,32.33315, G      ,297566,0.992574, SPEC          
 SDSS J011012.30+320454.9      ,17.55125,32.08194, G      ,194917,0.650173, SPEC          
 SDSS J010954.80+315915.1      ,17.47834,31.98753, QSO    ,738008,2.461729, SPEC          
 SDSS J010430.88+320712.4      ,16.1287,32.12012, G      ,174495,0.582053, SPEC          
 SDSS J011021.74+320816.8      ,17.59059,32.138, G      ,175289,0.584702, SPEC          
 SDSS J010412.10+322029.4      ,16.05043,32.34152, QSO    ,724281,2.415941, SPEC          
 SDSS J010416.63+323450.5      ,16.0693,32.5807, G      ,136737,0.456106, SPEC          
 SDSS J011036.95+323139.9      ,17.65397,32.52778, *      ,-282,-0.000941, SPEC          
 SDSS J010618.38+314607.4      ,16.5766,31.76875, G      ,149762,0.499552, SPEC          
 WHL J011000.0+320258          ,17.54154,32.04956, GClstr ,99141,0.3307, SPEC          
 SDSS J010642.60+314434.1      ,16.67754,31.74281, QSO    ,773480,2.58005, SPEC          
 SDSS J011033.51+321307.7      ,17.63965,32.21881, G      ,182024,0.607167, SPEC          
 SDSS J011011.27+320243.5      ,17.547,32.04542, G      ,99112,0.330603, SPEC          
 [HLX2013] J010415.20+321359.2 ,16.06334,32.23313, QSO    ,572604,1.91,               
 2MASX J01103144+3210527       ,17.63104,32.18131, G      ,34380,0.114679,               
 SDSS J010409.55+321732.1      ,16.0398,32.29227, *      ,-89,-0.000297, SPEC          
 SDSS J011016.93+320352.5      ,17.57055,32.0646, G      ,111398,0.371584, SPEC          
 SDSS J010438.10+320203.9      ,16.15879,32.03444, G      ,145414,0.485048, SPEC          
 SDSS J010854.36+330218.6      ,17.22651,33.03852, G      ,162177,0.540965, SPEC          
 SDSS J010634.78+314404.0      ,16.64492,31.73446, G      ,137818,0.45971, SPEC          
 SDSS J010919.15+325917.7      ,17.32979,32.98826, G      ,138392,0.461627, SPEC          
 2MASS J01103415+3211154       ,17.64222,32.18771, G      ,100070,0.333797, SPEC          
 2MASS J01045126+3251506       ,16.21329,32.86439, G      ,117948,0.393432, SPEC          
 SDSS J010947.00+325435.6      ,17.44586,32.90991, G      ,137681,0.459254, SPEC          
 SDSS J010751.90+330636.9      ,16.96626,33.11026, G      ,110010,0.366953, SPEC          
 WHL J010751.9+330637          ,16.96626,33.11026, GClstr ,109754,0.3661, SPEC          
 SDSS J010842.57+330346.3      ,17.17741,33.06287, G      ,197330,0.658222, SPEC          
 2MASS J01052132+3151292       ,16.33888,31.85815, G      ,87026,0.290289, SPEC          
 SDSS J010554.69+314657.0      ,16.47789,31.7825, G      ,153132,0.510793, SPEC          
 SDSS J011004.88+315914.7      ,17.52036,31.98744, *      ,2,0.000006, SPEC          
 SDSS J011019.82+324600.0      ,17.5826,32.76667, G      ,195007,0.650472, SPEC          
 SDSS J010749.91+330700.6      ,16.95798,33.11685, G      ,109488,0.365212, SPEC          
 SDSS J010408.37+321500.5  ,16.03491,32.25017, G      ,148871,0.496581, SPEC     
SDSS J010609.62+314510.3      ,16.54012,31.75288, *      ,-32,-0.000106,SPEC          
 SDSS J011043.52+323304.2      ,17.68136,32.55118, G      ,146279,0.487934, SPEC          
 2MASS J01065346+3306584       ,16.72286,33.11626, *      ,-108,-0.000359, SPEC          
 SDSS J010909.42+314810.2      ,17.28926,31.80286, G      ,153550,0.512188, SPEC          
 SDSS J010558.52+330329.8      ,16.49437,33.05839, UvS    ,164068,0.547273, SPEC          
 SDSS J010950.27+315450.0      ,17.4595,31.9139, G      ,119629,0.399041, SPEC          
 2MASX J01042372+3205258       ,16.099,32.09042, G      ,75403,0.251516, SPEC          
 SDSS J010454.45+325343.7      ,16.22689,32.8955, G      ,137358,0.458178, SPEC          
 2MASX J01104774+3228382       ,17.699,32.47722, G      ,21234,0.070829, SPEC          
 SDSS J010426.05+324538.0      ,16.10857,32.76056, G      ,208277,0.694737, SPEC          
 SDSS J010706.96+314149.9      ,16.77902,31.69722, G      ,173852,0.579909, SPEC          
 SDSS J010400.73+322507.1      ,16.00305,32.41865, G      ,138668,0.462548, SPEC          
 SDSS J010414.20+324024.8      ,16.05917,32.67356, QSO    ,423615,1.413028, SPEC          
 2MASX J01102380+3203378       ,17.59929,32.06042, G      ,34006,0.113433, SPEC          
 SDSS J011021.19+320227.7      ,17.58832,32.04104, G      ,212702,0.709498, SPEC          
 SDSS J011050.84+322354.3      ,17.71147,32.39853, UvS    ,275701,0.919639, SPEC          
 SDSS J010359.19+322637.1      ,15.99665,32.44364, G      ,151394,0.504997, SPEC          
 SDSS J010724.14+330811.0      ,16.85096,33.1369, UvS    ,513402,1.712525, SPEC          
 WISE J010927.88+314956.0      ,17.36618,31.83227, G      ,512645,1.71,               
 2MASX J01055674+3304077       ,16.4865,33.06881, G      ,32524,0.10849, SPEC          
 SDSS J011051.23+322533.3      ,17.71349,32.42592, *      ,-133,-0.000442, SPEC          
 2MASS J01042638+3246449       ,16.11007,32.77907, G      ,111618,0.372319, SPEC          
 NGC 0383 GROUP                ,17.67175,32.18961, GGroup ,5186,0.0173,               
 SDSS J011036.23+320809.4      ,17.65097,32.13595, G      ,175182,0.584345, SPEC          
 SDSS J010832.91+314329.1      ,17.13716,31.72475, QSO    ,331845,1.106917, SPEC          
 SDSS J010917.78+330134.6      ,17.32411,33.02628, G      ,98475,0.328477, SPEC          
 SDSS J010849.42+314439.7      ,17.20592,31.74436, *      ,-19,-0.000064, SPEC          
 SDSS J010357.05+322257.9      ,15.98771,32.38275, *      ,-60,-0.000199, SPEC          
 SDSS J010548.09+314548.1      ,16.4504,31.76337, G      ,152721,0.509421, SPEC          
 NGC 0397                      ,17.1296,33.10919, G      ,4995,0.016661,               
 KUG 0107+326A                 ,17.50158,32.90431, G      ,10389,0.034654,               
 2MASX J01063922+3141429       ,16.66342,31.69514, G      ,35561,0.118618, SPEC          
 2MASX J01042786+3248226       ,16.11617,32.80631, G      ,19952,0.066553,               
 SDSS J010401.50+323528.6      ,16.00628,32.59128, QSO    ,809483,2.700143, SPEC          
 SDSS J010419.49+320414.9      ,16.08121,32.07081, G      ,149191,0.497646, SPEC          
 SDSS J010637.88+314138.0      ,16.65785,31.69391, G      ,179540,0.59888, SPEC          
 SDSS J010823.38+314212.0      ,17.09744,31.70335, G      ,139236,0.464441, SPEC          
 SDSS J011053.18+321837.7      ,17.72159,32.31047, QSO    ,469284,1.565363, SPEC          
 CGCG 501-112                  ,17.50625,32.90917, GPair  ,10433,0.0348,               
 SDSS J010356.69+323132.4      ,15.98625,32.52568, G      ,136795,0.4563, SPEC          
 SDSS J010632.31+314143.4      ,16.63464,31.69539, G      ,153147,0.510844, SPEC          
 SDSS J010409.94+320801.9      ,16.04144,32.13387, G      ,140763,0.469534, SPEC          
 SDSS J010800.91+314052.5      ,17.0038,31.68127, G      ,179293,0.598057, SPEC          
 SDSS J010842.04+330614.6      ,17.17518,33.10406, G      ,139707,0.466013, SPEC          
 SDSS J010628.72+314148.6      ,16.61971,31.69685, *      ,-60,-0.0002, SPEC          
 SDSS J010906.99+314545.4      ,17.27913,31.76264, G      ,214647,0.715985, SPEC          
 SDSS J010842.39+314312.2      ,17.17665,31.72007, *      ,33,0.00011, SPEC          
 SDSS J010929.62+314841.4      ,17.37344,31.81151, G      ,144364,0.481546, SPEC          
 SDSS J010843.49+330621.1      ,17.18123,33.10588, *      ,44,0.000147, SPEC          
 KUG 0107+326B                 ,17.51033,32.91383, G      ,10411,0.034727,               
 SDSS J011046.55+321057.8      ,17.69399,32.18272, G      ,146003,0.487015, SPEC          
 2MASS J01035376+3229435       ,15.97403,32.49546, G      ,148507,0.495366, SPEC          
 SDSS J011036.69+324417.4      ,17.65289,32.73818, QSO    ,687165,2.292137, SPEC          
 SDSS J010457.30+325709.4      ,16.23876,32.95264, QSO    ,999016,3.332357, SPEC          
 2MASX J01045572+3256506       ,16.23212,32.94739, G      ,33525,0.111826, SPEC          
 2MASS J01094634+3151157       ,17.44303,31.8544, G      ,70046,0.233647, SPEC          
 SDSS J011049.02+321201.7      ,17.70426,32.20049, G      ,145467,0.485226, SPEC          
 NGC 0392                      ,17.09775,33.13361, G      ,4692,0.015651,               
 CGCG 501-092                  ,17.01229,31.67494, G      ,5466,0.018233,               
 SDSS J011036.24+320500.4      ,17.65102,32.08347, G      ,174877,0.583328, SPEC          
 SDSS J011055.78+323143.6      ,17.73245,32.52878, G      ,136529,0.455412, SPEC          
 CGCG 501-117                  ,17.71758,32.59342, G      ,5638,0.018806,               
 SDSS J010516.28+330051.7      ,16.31789,33.01448, UvS    ,-118,-0.000394, SPEC          
 SDSS J010928.24+330142.8      ,17.36767,33.02857, G      ,139451,0.46516, SPEC          
 SDSS J010359.33+323739.9      ,15.99721,32.62776, G      ,84608,0.282222, SPEC          
 WBL 026                       ,17.11783,33.13318, GGroup ,4668,0.01557,               
 SDSS J010612.87+314205.9      ,16.55366,31.70164, *      ,-36,-0.000119, SPEC          
 SDSS J010350.48+322214.0      ,15.96035,32.37056, *      ,-222,-0.000739, SPEC          
 2MASS J01074845+3309509       ,16.95194,33.16416, *      ,-26,-0.000087, SPEC          
 WHL J010351.3+323016          ,15.96373,32.50436, GClstr ,136945,0.4568, SPEC          
 2MASX J01062817+3140568       ,16.61742,31.68244, G      ,35963,0.119961, SPEC          
 SDSS J010551.38+314351.3      ,16.4641,31.73092, G      ,133317,0.444696, SPEC          
 SDSS J011030.47+324807.3      ,17.627,32.80204, G      ,186454,0.621943, SPEC          
 2MASS J01040854+3206030       ,16.03564,32.10077, G      ,100569,0.335461, SPEC          
 2MASX J01063216+3308558       ,16.634,33.14881, G      ,31965,0.106624, SPEC          
 SDSS J010742.62+313910.7      ,16.92762,31.65299, G      ,120705,0.40263, SPEC          
 2MASX J01063088+3309098       ,16.62875,33.15272, G      ,32662,0.108948, SPEC          
 SDSS J010536.36+314504.0      ,16.40151,31.75112, G      ,133022,0.443713, SPEC          
 SDSS J010449.69+315239.1      ,16.20708,31.87754, *      ,-5,-0.000018, SPEC          
 NGC 0394                      ,17.10854,33.14797, G      ,4423,0.014754,               
 SDSS J011024.89+315859.7      ,17.60374,31.98327, G      ,180193,0.601058, SPEC          
 SDSS J010926.37+314638.1      ,17.35988,31.77726, QSO    ,2098929,7.001273, SPEC          
 SDSS J010850.50+330709.3      ,17.21045,33.11927, G      ,139647,0.465812, SPEC          
 SDSS J010846.42+330731.0      ,17.19343,33.12564, UvS    ,100,0.000335, SPEC          
 SDSS J010752.91+313900.8      ,16.97048,31.65024, G      ,180567,0.602305, SPEC          
 SDSS J010852.17+330707.7      ,17.21739,33.11883, G      ,150611,0.502385, SPEC          
 2MASS J01093321+3302139       ,17.38854,33.03733, G      ,134651,0.449146, SPEC          
 2MASS J01080847+3139289       ,17.03544,31.65802, *      ,-92,-0.000306, SPEC          
 2MASX J01042894+3157236       ,16.12067,31.95661, G      ,31756,0.105928, SPEC          
 2MASS J01041450+3202049       ,16.06055,32.03453, G      ,75216,0.250894, SPEC          
 2MASS J01034815+3231596       ,15.95054,32.53317, G      ,87330,0.291302, SPEC          
 SDSS J010645.10+313913.3      ,16.68792,31.65371, G      ,154296,0.514676, SPEC          
 [M98j] 014                    ,17.69246,32.09903, GGroup ,4961,0.016548,               
 SDSS J010712.02+331115.7      ,16.7999,33.18805, UvS    ,-1,-0.000004, SPEC          
 SDSS J010345.30+322948.1      ,15.93876,32.49672, G      ,136959,0.456845, SPEC          
 SDSS J010652.74+313832.8      ,16.71979,31.64245, G      ,141344,0.471474, SPEC          
 SDSS J010630.96+313927.7      ,16.62902,31.6577, G      ,161236,0.537825, SPEC          
 SDSS J010916.53+330510.7      ,17.31887,33.08632, G      ,162273,0.541284, SPEC          
 2MASX J01094061+3147519       ,17.41929,31.79778, G      ,46416,0.154826, SPEC          
 SDSS J010857.00+314215.5      ,17.2375,31.70432, G      ,142887,0.476621, SPEC          
 SDSS J010749.26+313813.8      ,16.95526,31.63717, G      ,118496,0.395261, SPEC          
 SDSS J010532.39+314425.2      ,16.38497,31.74034, G      ,196795,0.656436, SPEC          
 WHL J010934.2+330301          ,17.39235,33.05028, GClstr ,138624,0.4624, SPEC          
 RM J010934.2+330301.0         ,17.39235,33.05028, GClstr ,143666,0.479217, PHOT          
 SDSS J010737.47+313747.0      ,16.90615,31.62973, G      ,163511,0.545415, SPEC          
 SDSS J010457.29+330007.9      ,16.23872,33.00221, G      ,211698,0.70615, SPEC          
 SDSS J010551.51+314200.4      ,16.46465,31.70012, G      ,149435,0.498461, SPEC          
 SDSS J010631.83+313858.4      ,16.63266,31.64958, G      ,169635,0.565842, SPEC          
 WHL J010631.8+313858          ,16.63266,31.64958, GClstr ,169593,0.5657, SPEC          
 2MASX J01040869+3202229       ,16.03617,32.03967, G      ,32107,0.107096, SPEC          
 2MASX J01042232+3252048       ,16.09313,32.86806, G      ,294744,0.983159, SPEC          
 CGCG 501-073                  ,16.19238,32.9676, G      ,4100,0.013676,               
 SDSS J011020.47+325407.0      ,17.5853,32.90197, *      ,10,0.000032, SPEC          
 SDSS J010932.25+330355.0      ,17.38438,33.06529, G      ,138677,0.462577, SPEC          
 SDSS J010940.75+314658.1      ,17.41983,31.78281, G      ,213432,0.711931, SPEC          
 WHL J011052.0+320609          ,17.71647,32.10261, GClstr ,33217,0.1108, SPEC          
 SDSS J010942.74+330227.9      ,17.42812,33.0411, G      ,139485,0.465272, SPEC          
 SDSS J010724.38+313708.3      ,16.8516,31.61897, G      ,155374,0.518271, SPEC          
 2MASX J01110647+3234442       ,17.77688,32.579, G      ,54361,0.18133, SPEC          
 SDSS J010811.00+313759.5      ,17.04585,31.63321, G      ,194769,0.64968, SPEC          
 2MASX J01105613+3207402       ,17.73388,32.12794, G      ,33206,0.110763, SPEC          
 2MASX J01043208+3153487       ,16.13367,31.89694, G      ,66021,0.220221, SPEC          
 SDSS J010337.91+322106.8      ,15.90798,32.3519, G      ,141594,0.472308, SPEC          
