ObjectName,RA,DEC
SDSSJ011030.47+324807.3,17.627,32.80204
2MASSJ01040854+3206030,16.03564,32.10077
2MASXJ01063216+3308558,16.634,33.14881
SDSSJ010742.62+313910.7,16.92762,31.65299
2MASXJ01063088+3309098,16.62875,33.15272
SDSSJ010536.36+314504.0,16.40151,31.75112
SDSSJ010449.69+315239.1,16.20708,31.87754
NGC0394,17.10854,33.14797
SDSSJ011024.89+315859.7,17.60374,31.98327
SDSSJ010926.37+314638.1,17.35988,31.77726
SDSSJ010850.50+330709.3,17.21045,33.11927
SDSSJ010846.42+330731.0,17.19343,33.12564
SDSSJ010752.91+313900.8,16.97048,31.65024
SDSSJ010852.17+330707.7,17.21739,33.11883
2MASSJ01093321+3302139,17.38854,33.03733
2MASSJ01080847+3139289,17.03544,31.65802
2MASXJ01042894+3157236,16.12067,31.95661
2MASSJ01041450+3202049,16.06055,32.03453
2MASSJ01034815+3231596,15.95054,32.53317
SDSSJ010645.10+313913.3,16.68792,31.65371
[M98j]014,17.69246,32.09903
SDSSJ010712.02+331115.7,16.7999,33.18805
SDSSJ010345.30+322948.1,15.93876,32.49672
SDSSJ010652.74+313832.8,16.71979,31.64245
SDSSJ010630.96+313927.7,16.62902,31.6577
SDSSJ010916.53+330510.7,17.31887,33.08632
2MASXJ01094061+3147519,17.41929,31.79778
SDSSJ010857.00+314215.5,17.2375,31.70432
SDSSJ010749.26+313813.8,16.95526,31.63717
SDSSJ010532.39+314425.2,16.38497,31.74034
WHLJ010934.2+330301,17.39235,33.05028
RMJ010934.2+330301.0,17.39235,33.05028
SDSSJ010737.47+313747.0,16.90615,31.62973
SDSSJ010457.29+330007.9,16.23872,33.00221
SDSSJ010551.51+314200.4,16.46465,31.70012
SDSSJ010631.83+313858.4,16.63266,31.64958
WHLJ010631.8+313858,16.63266,31.64958
2MASXJ01040869+3202229,16.03617,32.03967
2MASXJ01042232+3252048,16.09313,32.86806
CGCG501-073,16.19238,32.9676
SDSSJ011020.47+325407.0,17.5853,32.90197
SDSSJ010932.25+330355.0,17.38438,33.06529
SDSSJ010940.75+314658.1,17.41983,31.78281
WHLJ011052.0+320609,17.71647,32.10261
SDSSJ010942.74+330227.9,17.42812,33.0411
SDSSJ010724.38+313708.3,16.8516,31.61897
2MASXJ01110647+3234442,17.77688,32.579
SDSSJ010811.00+313759.5,17.04585,31.63321
2MASXJ01105613+3207402,17.73388,32.12794
2MASXJ01043208+3153487,16.13367,31.89694
SDSSJ010337.91+322106.8,15.90798,32.3519
2MASXJ01060477+3139467,16.52,31.66292
SDSSJ010837.22+313909.2,17.15509,31.65257
SDSSJ011020.50+325537.6,17.58544,32.92713
SDSSJ010648.49+313707.5,16.70206,31.61876
SDSSJ010455.63+330140.4,16.23181,33.02791
SDSSJ010721.65+331316.1,16.84024,33.22115
2MASXJ01041654+3156418,16.06892,31.94497
SDSSJ010902.12+314024.8,17.25884,31.67357
SDSSJ010453.82+314746.0,16.22425,31.79612
SDSSJ010649.85+313614.4,16.70772,31.60401
SDSSJ010942.29+330429.2,17.42623,33.0748
SDSSJ010350.86+324414.3,15.96193,32.73731
SDSSJ010828.72+313728.4,17.11967,31.62457
SDSSJ010710.87+313530.7,16.79533,31.59188
SDSSJ011044.05+315904.2,17.68358,31.9845
SDSSJ010945.87+314518.6,17.44113,31.75518
SDSSJ010710.68+313520.6,16.79453,31.58908
SDSSJ010423.89+325631.1,16.09956,32.94197
[HLX2013]J011110.65+321106.1,17.79441,32.18504
SDSSJ010911.81+314036.3,17.29924,31.67677
SDSSJ010719.13+331425.5,16.82973,33.24043
WHLJ010719.1+331426,16.82973,33.24043
SDSSJ010359.68+324920.6,15.9987,32.8224
CGCG501-072,15.87846,32.31569
SDSSJ010525.78+314148.2,16.35745,31.69673
KUG0103+329,16.69167,33.23183
SDSSJ010802.80+313528.1,17.01167,31.59115
SDSSJ010606.68+313736.9,16.52786,31.62693
SDSSJ010338.19+323935.8,15.90915,32.65996
SDSSJ010602.71+331147.3,16.51131,33.19649
SDSSJ010348.73+324542.4,15.95304,32.7618
SDSSJ010327.80+322048.8,15.86587,32.34691
2MASXJ01050689+3143465,16.27886,31.72949
SDSSJ010859.22+313831.5,17.24679,31.64211
SDSSJ010519.52+314156.2,16.33134,31.69896
SDSSJ010945.88+330535.6,17.44136,33.09281
SDSSJ010524.07+314059.3,16.35029,31.68316
SDSSJ010640.15+331436.0,16.66732,33.24334
CGCG501-120,17.7972,32.70186
WHLJ010409.4+315517,16.03919,31.92129
SDSSJ011126.09+322439.2,17.85872,32.4109
SDSSJ010553.09+313741.9,16.47122,31.62832
2MASSJ01032432+3229411,15.85135,32.49474
SDSSJ010746.17+331536.4,16.94239,33.26013
2MASSJ01102991+3151589,17.62477,31.86637
SDSSJ010652.07+331522.3,16.71699,33.25621
SDSSJ010955.86+314453.5,17.48277,31.74821
2MASSJ01102937+3151461,17.62223,31.86283
SDSSJ010525.12+330919.5,16.35467,33.15544
SDSSJ010330.94+323834.6,15.87893,32.64294
UGC00669,16.32908,31.68217
SDSSJ011127.81+322736.0,17.86588,32.46002
2MASSJ01055020+3312041,16.45922,33.20116
2MASXJ01050392+3142554,16.26642,31.71542
SDSSJ010427.67+314933.6,16.1153,31.82602
2MASXJ01050494+3142414,16.27058,31.71147
UGC00646,15.85996,32.23736
2MASSJ01112619+3217037,17.85922,32.28426
SDSSJ010358.20+315721.4,15.99251,31.95596
2MASSJ01064678+3315449,16.69493,33.26254
2MASSJ01102057+3300565,17.58579,33.01586
SDSSJ010321.03+321944.8,15.83763,32.32913
UZC-CG015,17.05417,33.25889
2MASXJ01062858+3134218,16.61921,31.57289
SDSSJ010518.23+314027.4,16.32599,31.67428
SDSSJ011033.00+325812.5,17.63752,32.97016
2MASXJ01043453+3147327,16.14392,31.79244
SDSSJ011112.21+324441.4,17.8009,32.74485
SDSSJ010620.49+331456.8,16.58528,33.24823
2MASXJ01042272+3149508,16.09471,31.83069
SDSSJ011102.03+324939.3,17.75849,32.82759
SDSSJ011055.27+325209.7,17.73011,32.86932
2MASSJ01064764+3316154,16.69846,33.27099
2MASSJ01113202+3222330,17.8833,32.37577
2MFGC00768,15.91917,32.04783
SDSSJ010333.98+324355.4,15.89161,32.73207
SDSSJ010556.04+313548.0,16.48351,31.59667
3C034Cluster,17.5775,31.78889
3C034,17.57778,31.78902
SDSSJ010952.94+330709.2,17.47062,33.11923
WHLJ010952.9+330709,17.47062,33.11923
SDSSJ010805.13+331645.5,17.02152,33.27916
SDSSJ010315.79+322155.6,15.81579,32.36546
SDSSJ011109.19+324834.4,17.7883,32.80956
[HLX2013]J010314.20+322328.5,15.8092,32.39126
SDSSJ010747.40+313200.3,16.94753,31.53344
2MASSJ01064724+3132219,16.69684,31.5394
SDSSJ010349.86+325218.9,15.95776,32.87192
2MASXJ01113578+3229052,17.89913,32.48472
SDSSJ010331.77+320501.7,15.8824,32.08381
SDSSJ010313.99+322931.0,15.80831,32.49197
2MASXJ01050055+3141164,16.25238,31.68794
SDSSJ010711.30+313137.2,16.79712,31.52701
SDSSJ010341.46+324940.8,15.92275,32.82801
SDSSJ010454.86+314200.6,16.22859,31.70019
SDSSJ010522.76+331131.7,16.34486,33.19214
SDSSJ010352.94+325409.1,15.97062,32.90253
SDSSJ010626.14+331645.8,16.60895,33.27939
SDSSJ010856.83+331439.6,17.23682,33.24433
SDSSJ010602.61+313403.9,16.5109,31.56778
2MASSJ01035271+3254240,15.96944,32.9066
SDSSJ010530.89+313646.9,16.37872,31.61305
2MASXJ01090838+3313537,17.28492,33.23161
SDSSJ010735.39+331828.7,16.89747,33.308
2MASSJ01100830+3143345,17.53451,31.72627
2MASSJ01042961+3303551,16.12339,33.06539
SDSSJ010505.61+330955.5,16.27339,33.16543
SDSSJ010936.61+331057.8,17.40257,33.18273
KUG0105+330,16.98921,33.30303
SDSSJ010309.94+322737.2,15.79142,32.46034
SDSSJ010531.22+313630.9,16.38012,31.60859
SDSSJ011118.70+320309.3,17.82795,32.0526
SDSSJ010642.84+331759.1,16.67854,33.29976
WHLJ010642.8+331759,16.67854,33.29976
2MASXJ01070881+3318385,16.78675,33.31072
SDSSJ010907.50+313512.5,17.28126,31.58683
SDSSJ010607.66+313310.0,16.53193,31.5528
SDSSJ010414.42+330111.4,16.06012,33.01985
SDSSJ010505.20+331016.1,16.27167,33.17114
SDSSJ011134.51+321211.8,17.8938,32.20329
SDSSJ010310.55+321727.8,15.79397,32.29106
[HLX2013]J011038.58+314915.5,17.66078,31.82099
SDSSJ010312.36+323503.2,15.80151,32.58423
SDSSJ011117.94+320200.1,17.82477,32.03336
SDSSJ010508.46+313846.2,16.28528,31.64618
SDSSJ010509.59+313835.5,16.28996,31.64322
UGC00657,15.9962,32.9635
SDSSJ011051.50+325751.6,17.71458,32.96433
2MASXJ01090656+3134297,17.27733,31.57503
SDSSJ011118.13+324848.8,17.82555,32.81358
SDSSJ010728.16+313004.3,16.86737,31.5012
SDSSJ011143.23+322004.9,17.93016,32.3347
2MASXJ01060065+3316337,16.50275,33.27603
SDSSJ010536.15+313506.0,16.40063,31.58501
SDSSJ011001.69+314111.9,17.50704,31.68664
SDSSJ010707.20+331930.3,16.78002,33.32509
MCXCJ0105.1+3311,16.27917,33.18972
IC1614,16.27902,33.18981
SDSSJ010417.71+314641.2,16.07383,31.77812
SDSSJ010429.93+330548.5,16.12475,33.09683
SDSSJ010303.83+322312.3,15.76597,32.38677
SDSSJ010442.97+314135.1,16.17908,31.69309
SDSSJ010312.98+321015.5,15.80412,32.17099
SDSSJ010940.25+331203.8,17.41772,33.20108
SDSSJ010332.84+315932.1,15.88684,31.99226
SDSSJ010503.14+331114.8,16.26309,33.18745
SDSSJ010303.96+322904.0,15.76653,32.48445
2MASXJ01082570+3318299,17.10708,33.30828
SDSSJ010343.18+315522.1,15.92993,31.92282
SDSSJ011023.68+330527.0,17.59869,33.09084
SDSSJ010456.03+313912.0,16.23348,31.65333
2MASSJ01050834+3312196,16.28467,33.20542
XMMXCSJ0110.3+3305,17.59917,33.09558
X-CLASS1191,17.601,33.095
[HLX2013]J010307.25+323653.6,15.78022,32.61489
SDSSJ010919.36+331458.1,17.33067,33.24949
SDSSJ010851.56+313211.6,17.21487,31.53658
2MASSJ01054270+3316141,16.42787,33.27061
SDSSJ010851.16+331735.5,17.21317,33.29321
SDSSJ011003.57+330935.6,17.51491,33.15989
SDSSJ010740.62+312858.4,16.91926,31.48291
SDSSJ010927.03+313510.7,17.36263,31.58632
KUG0107+327,17.68504,33.03142
SDSSJ011120.01+325101.0,17.83339,32.8503
SDSSJ010508.14+313646.8,16.28394,31.61302
[HLX2013]J010729.44+312838.8,16.87267,31.47747
SDSSJ010540.93+313304.4,16.42055,31.55124
2MASXJ01070706+3320505,16.77938,33.34731
SDSSJ010517.87+331419.3,16.32448,33.23871
SDSSJ010632.62+332003.9,16.63595,33.33443
SDSSJ011150.94+321928.5,17.96228,32.32458
SDSSJ010859.64+313200.4,17.24851,31.53345
SDSSJ011138.79+324257.9,17.91164,32.7161
2MASXJ01085585+3131386,17.23287,31.52742
SDSSJ011141.26+324139.3,17.92195,32.69427
2MASSJ01114867+3235184,17.95282,32.58851
SDSSJ010320.99+320116.5,15.83747,32.02127
2MASSJ01110443+3257407,17.7685,32.96141
SDSSJ010520.41+331513.0,16.33506,33.25363
2MASXJ01095847+3138049,17.49363,31.63467
SDSSJ011048.98+330208.0,17.70412,33.03558
2MASXJ01030365+3239073,15.76517,32.65211
SDSSJ010539.09+331714.6,16.41289,33.28739
SDSSJ010847.76+331902.8,17.19903,33.31746
SDSSJ010359.27+314745.4,15.99699,31.79595
SDSSJ010414.73+330534.9,16.06139,33.09303
SDSSJ010621.57+332022.5,16.58992,33.33959
SDSSJ010557.94+331905.6,16.49145,33.31824
KUG0109+322,17.98487,32.46731
SDSSJ010421.97+330724.9,16.09154,33.12359
SDSSJ011010.26+331038.1,17.54278,33.17726
SDSSJ010651.09+312732.4,16.71289,31.45901
2MASSJ01081178+3127513,17.04896,31.46442
SDSSJ011046.49+314545.7,17.69375,31.76272
SDSSJ010342.65+325913.1,15.92773,32.987
SDSSJ011134.18+320014.7,17.89245,32.0041
SDSSJ010309.80+320306.3,15.79084,32.05176
SDSSJ010404.65+314459.8,16.01939,31.74996
SDSSJ010511.98+331545.7,16.29994,33.2627
SDSSJ010845.69+332023.3,17.19038,33.33981
SDSSJ010707.93+312633.5,16.78307,31.44265
SDSSJ011152.25+321006.6,17.96773,32.16853
SDSSJ010626.68+312739.2,16.61118,31.46092
SDSSJ010557.47+332015.4,16.4895,33.33763
SDSSJ011100.44+330148.1,17.75187,33.03004
WHLJ011100.4+330148,17.75187,33.03004
UGC00743,17.82708,31.88867
2MASSJ01025946+3207444,15.7477,32.12902
SDSSJ010514.82+313256.8,16.31177,31.54912
NGC0407,17.65233,33.1265
SDSSJ010559.86+332047.8,16.49942,33.34661
2MASXJ01080914+3322528,17.03813,33.38122
SDSSJ011155.60+321050.0,17.9817,32.18056
SDSSJ010635.16+312646.3,16.64652,31.4462
SDSSJ010247.21+321753.1,15.69671,32.29811
SDSSJ011006.55+313638.1,17.5273,31.61058
2MASSJ01030437+3246360,15.76818,32.77658
SDSSJ010245.42+322821.1,15.68927,32.47254
2MASXJ01044981+3135367,16.20754,31.59353
SDSSJ010540.69+331946.3,16.41956,33.32955
2MASSJ01054419+3129307,16.43346,31.49178
SDSSJ010544.94+312924.9,16.43727,31.49026
2MASSJ01110735+3301088,17.78075,33.01908
SDSSJ010805.42+312604.6,17.02258,31.43464
SDSSJ010728.90+332405.1,16.87043,33.40143
SDSSJ010332.14+325815.7,15.88393,32.97104
WHLJ010332.1+325816,15.88393,32.97104
SDSSJ010329.61+315227.5,15.87337,31.87432
2MASSJ01045572+3315178,16.23214,33.25495
SDSSJ011114.52+315023.0,17.81053,31.83972
SDSSJ011131.07+315554.1,17.87946,31.93172
SDSSJ011118.08+325833.8,17.82535,32.97608
SDSSJ011157.31+324048.8,17.9888,32.68024
SDSSJ010419.32+330950.6,16.08052,33.16406
SDSSJ011038.65+330822.5,17.66106,33.1396
2MASXJ01083023+3322579,17.1258,33.38287
SDSSJ011115.84+325940.4,17.81603,32.99457
SDSSJ010620.92+332307.1,16.5872,33.38532
SDSSJ010440.80+313558.5,16.17003,31.59959
2MASSJ01120108+3210563,18.0045,32.18235
SDSSJ011019.21+331215.1,17.58005,33.20421
